name,location,date
Café Tacvba,"Atlantico, Rome, Italy",2016-07-09 15:45:37.702
Café Tacvba,"Ray Just Arena, Moscow, Russian Federation",2010-01-24 17:37:05.275
Café Tacvba,"NBI Club, Berlin, Germany",2017-01-22 13:26:56.369
Café Tacvba,"Smalls Jazz Club, New York, NY, US",2008-06-19 19:57:52.502
Café Tacvba,"Gramercy Theatre, New York, NY, US",2017-02-24 16:32:26.811
Café Tacvba,"Yoshi's Jazz Club, Oakland, Oakland, CA, US",2008-03-24 01:09:42.812
Café Tacvba,"Studio Seven, Seattle, WA, US",2014-12-14 17:47:35.493
Café Tacvba,"Mama Buzz Cafe, Oakland, CA, US",2008-07-02 17:10:59.058
Café Tacvba,"The Crocodile, Seattle, WA, US",2009-10-31 16:08:21.525
Café Tacvba,"Dynamo, Zürich, Switzerland",2009-05-12 10:49:09.581
Café Tacvba,"Café De Paris, London, UK",2013-05-04 17:22:50.428
Café Tacvba,"The Underworld, London, UK",2012-11-16 04:24:18.381
Café Tacvba,"Club Anton, Oakland, CA, US",2017-06-01 05:21:37.520
Café Tacvba,"Brixton Jamm, London, UK",2009-09-30 18:49:09.358
Café Tacvba,"Sunset Tavern, Seattle, WA, US",2009-09-09 11:46:43.595
Café Tacvba,"Venue Oakland, Oakland, CA, US",2016-02-11 03:26:59.908
Café Tacvba,"Feierwerk / Kranhalle, Munich, Germany",2010-09-24 23:35:18.898
Café Tacvba,"Ancienne Belgique (AB), Brussels, Belgium",2010-08-07 20:03:35.001
Café Tacvba,"The Slidebar Rock-n-Roll Kitchen, Los Angeles, CA, US",2016-01-22 11:50:35.932
Café Tacvba,"PlayStation Theater, New York, NY, US",2008-08-27 11:45:19.405
Café Tacvba,"Twisted Pepper, Dublin, Ireland",2008-12-17 07:11:27.856
Café Tacvba,"PlayStation Theater, New York, NY, US",2017-08-30 12:41:04.773
Cage The Elephant,"The Grand Social, Dublin, Ireland",2017-03-20 02:55:22.620
Cage The Elephant,"Dillon, Reykjavík, Iceland",2011-05-01 17:37:45.367
Cage The Elephant,"Göta Källare, Stockholm, Sweden",2012-09-23 22:57:51.406
Cage The Elephant,"O2 Academy Brixton, London, UK",2009-06-20 06:43:25.757
Cage The Elephant,"Saint Vitus, New York, NY, US",2010-02-07 11:05:48.664
Cage The Elephant,"Astra Kulturhaus, Berlin, Germany",2010-08-12 11:29:59.986
Cage The Elephant,"Cirkus, Stockholm, Sweden",2012-04-27 06:11:56.027
Cage The Elephant,"Laugardalsholl, Reykjavík, Iceland",2017-12-17 07:34:25.417
Cage The Elephant,"Conga Lounge, Oakland, CA, US",2008-01-11 00:14:13.524
Cage The Elephant,"Scala, London, UK",2014-07-20 14:33:13.302
Cage The Elephant,"Feierwerk / Kranhalle, Munich, Germany",2014-07-22 10:05:07.847
Cage The Elephant,"Trouw, Amsterdam, Netherlands",2009-09-22 08:09:43.611
Cage The Elephant,"The Bowery Ballroom, New York, NY, US",2012-05-12 18:13:58.058
Cage The Elephant,"Volta, Moscow, Russian Federation",2018-01-23 03:15:46.829
Cage The Elephant,"The Workman's Club, Dublin, Ireland",2018-03-20 10:25:14.065
Cage The Elephant,"Kawiarnia Naukowa, Krakow, Poland",2018-10-21 17:19:06.197
Cage The Elephant,"Air Canada Centre, Toronto, ON, Canada",2014-05-03 13:16:51.884
Cage The Elephant,"The Forum, Los Angeles, CA, US",2017-02-18 19:13:25.829
Cage The Elephant,"Privatclub, Berlin, Germany",2009-04-27 23:42:05.057
Cage The Elephant,"The Funhouse, Seattle, WA, US",2013-11-09 01:09:54.618
Cage The Elephant,"The Workman's Club, Dublin, Ireland",2009-08-22 05:15:13.839
Cage The Elephant,"The Crocodile, Seattle, WA, US",2008-06-22 15:54:12.803
Cage The Elephant,"C-Club, Berlin, Germany",2014-02-12 05:52:34.667
Cage The Elephant,"Pacha NYC, New York, NY, US",2009-06-02 19:32:57.197
Cage The Elephant,"Highline, Seattle, WA, US",2016-10-15 09:21:07.105
Cage The Elephant,"The Showbox, Seattle, WA, US",2019-07-01 00:47:30.808
Cage The Elephant,"Loch Ness, Krakow, Poland",2016-09-22 15:37:50.180
Cage9,"The Social, London, UK",2010-12-17 01:37:21.036
Cage9,"Queen Club Paris, Paris, France",2010-01-25 09:06:11.336
Caifanes,"O2 Academy Brixton, London, UK",2017-12-05 01:07:26.804
Caifanes,"Underbelly Hoxton, London, UK",2017-03-31 19:42:57.658
Caifanes,"Gamli Gaukurinn, Reykjavík, Iceland",2019-01-08 03:39:53.176
Caifanes,"The Observatory, Los Angeles, CA, US",2009-11-21 22:49:15.848
Caifanes,"Bizz'art, Paris, France",2015-01-11 12:17:18.458
Caifanes,"Feierwerk / Kranhalle, Munich, Germany",2013-10-29 04:16:46.840
Caifanes,"Black Cat, Washington, DC, US",2016-03-12 12:33:31.731
Caifanes,"The Basement, Sydney, NSW, Australia",2013-01-17 21:37:11.611
Cake,"Birdland, New York, NY, US",2017-08-17 04:44:38.841
Cake,"Cellairis Amphitheatre at Lakewood, Atlanta, GA, US",2016-04-08 13:47:52.114
Cake,"Eli's Mile High Club, Oakland, CA, US",2009-11-12 04:12:40.826
Cake,"Atlanta Room, Smith's Olde Bar, Atlanta, GA, US",2018-06-23 13:08:35.253
Cake,"Nalen Klubb, Stockholm, Sweden",2011-04-25 15:39:08.369
Cake,"Troubadour, Los Angeles, CA, US",2012-04-29 04:38:51.640
Cake,"C-Club, Berlin, Germany",2010-07-12 01:07:56.439
Cake,"Muffathalle, Munich, Germany",2012-05-13 15:23:35.084
Cake,"CBGB & OMFUG, New York, NY, US",2015-05-06 01:23:29.270
Cake,"Rotunda, Krakow, Poland",2019-09-09 23:00:31.120
Cake,"Gypsy Sally's, Washington, DC, US",2015-02-27 05:25:48.626
Cake,"Electric Ballroom, London, UK",2018-06-09 21:55:53.492
Cake,"Leo's, Oakland, CA, US",2011-04-27 16:19:36.161
Cake,"Kawiarnia Naukowa, Krakow, Poland",2008-05-12 21:06:12.777
Camper Van Beethoven,"Eddie's Attic, Atlanta, GA, US",2018-05-19 17:56:36.030
Camper Van Beethoven,"9:30 Club, Washington, DC, US",2010-09-04 13:14:51.314
Camper Van Beethoven,"Conga Lounge, Oakland, CA, US",2013-04-05 01:12:14.333
Camper Van Beethoven,"Black Cat, Washington, DC, US",2013-07-04 12:10:55.276
Camper Van Beethoven,"Dk Gorbunova, Moscow, Russian Federation",2016-11-01 08:39:50.700
Camper Van Beethoven,"Cafe Rosenberg, Reykjavík, Iceland",2008-11-05 00:30:40.171
Camper Van Beethoven,"Madame JoJo's, London, UK",2013-02-22 07:44:37.693
Camper Van Beethoven,"Watergate, Berlin, Germany",2012-04-13 08:53:31.083
Camper Van Beethoven,"SO36, Berlin, Germany",2017-10-11 09:25:58.623
Candlebox,"Sunset/Sunside, Paris, France",2016-02-01 04:48:46.325
Candlebox,"Dingwalls, London, UK",2018-04-22 21:07:07.661
Candlebox,"Disco Volante, Oakland, CA, US",2013-04-27 10:31:41.860
Candlebox,"Tochka Club, Moscow, Russian Federation",2008-01-21 00:43:11.932
Candlebox,"The Rockpile West, Toronto, ON, Canada",2011-12-26 14:00:55.406
Candlebox,"O.co Coliseum, Oakland, CA, US",2018-01-07 21:16:17.180
Candlebox,"Vinyl, Atlanta, GA, US",2011-11-19 17:52:43.728
Candlebox,"The Porterhouse, Dublin, Ireland",2018-07-10 11:38:48.766
Candlebox,"Nouveau Casino, Paris, France",2008-11-22 18:39:10.888
Candlebox,"Pianos, New York, NY, US",2019-01-06 22:42:10.010
Candlebox,"The Forum, Los Angeles, CA, US",2008-11-06 23:16:08.589
Candlebox,"Kwadrat, Krakow, Poland",2015-05-30 12:09:56.874
Candlebox,"Paris Las Vegas, Las Vegas, NV, US",2015-06-24 13:40:12.406
Candlebox,"Club Oasis, Oakland, CA, US",2018-12-10 07:18:17.403
Candlebox,"The Windmill, Brixton, London, UK",2015-09-07 01:25:32.728
Candlelight Red,"Ippodromo Capannelle, Rome, Italy",2008-08-24 17:38:55.434
Candlelight Red,"The Loft, The Chance Theater, New York, NY, US",2011-01-09 19:34:07.903
Candlelight Red,"Lido, Berlin, Germany",2010-08-20 16:49:31.453
Candlelight Red,"The Basement, Sydney, NSW, Australia",2014-09-20 01:34:05.533
Candlelight Red,"Point Ephémère, Paris, France",2016-01-25 22:57:01.540
Candlelight Red,"The Grand Social, Dublin, Ireland",2009-03-21 06:03:39.491
Candlelight Red,"Tochka Club, Moscow, Russian Federation",2012-12-19 14:53:46.668
Candlelight Red,"Sugarfactory, Amsterdam, Netherlands",2008-12-09 00:41:24.891
Candlelight Red,"The Showbox, Seattle, WA, US",2012-05-01 06:02:17.814
Candlelight Red,"Ericsson Globe Arena, Stockholm, Sweden",2015-03-26 04:35:36.789
Candy Flip,"The Drake Hotel, Toronto, ON, Canada",2016-04-12 02:11:22.992
Candy Flip,"Taboó, Madrid, Spain",2018-10-24 13:50:01.071
Candy Flip,"Dillon, Reykjavík, Iceland",2015-05-12 06:05:59.794
Candy Flip,"The Airliner, Los Angeles, CA, US",2013-10-27 04:25:00.238
Candy Flip,"Maple Leaf Gardens, Toronto, ON, Canada",2018-06-01 20:47:11.478
Candy Flip,"Watergate, Berlin, Germany",2008-03-16 12:20:36.514
Candy Flip,"Brixton Jamm, London, UK",2015-10-14 22:05:28.284
Candy Flip,"KOKO, London, UK",2018-10-03 02:46:19.320
Candy Flip,"Auditorio Nacional, Mexico City, Mexico",2014-08-06 16:44:17.493
Candy Flip,"The Vera Project, Seattle, WA, US",2013-08-23 23:21:23.230
Candy Flip,"Silk Road Restaurant & Lounge, Oakland, CA, US",2015-10-24 10:56:05.668
Candy Flip,"Taboó, Madrid, Spain",2018-10-07 07:36:25.329
Candy Flip,"Volta, Moscow, Russian Federation",2013-05-13 18:58:00.932
Candy Flip,"Kex Hostel, Reykjavík, Iceland",2011-12-10 20:19:58.341
Candy Flip,"Sound Academy, Toronto, ON, Canada",2015-08-04 23:54:44.284
Candy Flip,"La Riviera, Madrid, Spain",2019-07-12 05:56:05.587
Candy Flip,"Göta Källare, Stockholm, Sweden",2014-06-16 12:28:21.229
Candy Flip,"X-TRA, Zürich, Switzerland",2009-07-29 18:18:33.274
Candy Flip,"Feierwerk / Kranhalle, Munich, Germany",2018-08-24 03:37:40.685
Candy Flip,"The New Parish, Oakland, CA, US",2016-07-21 04:49:15.316
Candy Flip,"Espace El Doggo, Limoges, France",2019-04-26 08:06:52.480
Candy Flip,"Schokoladen, Berlin, Germany",2012-05-27 11:07:36.987
Candy Flip,"Kaufleuten, Zürich, Switzerland",2013-04-10 12:21:13.540
Candy Flip,"16 Tons, Moscow, Russian Federation",2010-06-09 20:35:24.077
Candy Flip,"The Funhouse, Seattle, WA, US",2018-05-25 14:34:53.444
Canterbury,"Traffic Club, Rome, Italy",2013-06-27 22:11:08.753
Canterbury,"Trouw, Amsterdam, Netherlands",2017-08-14 21:47:35.489
Canterbury,"Rote Fabrik, Zürich, Switzerland",2019-12-21 02:37:24.572
Canterbury,"Patinoire Meriadeck, Bordeaux, France",2016-08-30 00:35:35.637
Canterbury,"Dillon, Reykjavík, Iceland",2019-07-24 00:22:45.726
Canterbury,"El Lokal, Zürich, Switzerland",2012-11-17 07:50:59.359
Capital Cities,"Milk, Moscow, Russian Federatio",2012-10-02 02:04:38.835
Capital Cities,"Rote Fabrik, Zürich, Switzerland",2008-11-11 16:46:31.585
Capital Cities,"Moods, Zürich, Switzerland",2010-02-08 14:39:29.953
Capital Cities,"Debaser Medis, Stockholm, Sweden",2014-05-19 19:16:38.905
Capital Cities,"Webster Hall, New York, NY, US",2013-03-02 19:48:12.899
Capital Cities,"Casino De Paris, Paris, France",2015-10-28 20:41:24.156
Capital Cities,"Hordern Pavilion, Sydney, NSW, Australia",2018-12-21 03:06:34.552
Capital Cities,"Dimitriou's Jazz Alley, Seattle, WA, US",2011-12-29 02:33:32.323
Capital Cities,"Laugardalsholl, Reykjavík, Iceland",2008-07-14 13:28:57.439
Capital Cities,"The Knitting Factory - TriBeCa, New York, NY, US",2015-04-05 01:27:23.271
Capital Cities,"Point Ephémère, Paris, France",2018-09-20 10:57:40.814
Capital Cities,"Feierwerk / Sunny Red, Munich, Germany",2010-01-16 00:59:48.588
Capital Cities,"Nasti, Madrid, Spain",2016-11-14 15:40:46.681
Capital Cities,"Underbelly Hoxton, London, UK",2015-03-20 09:05:47.699
Capital Cities,"O2 Academy Brixton, London, UK",2018-12-04 20:30:10.399
Capital Cities,"Lunario del Auditorio Nacional, Mexico City, Mexico",2011-10-20 04:25:36.556
Capital Cities,"Auditorium Parco della Musica, Rome, Italy",2016-06-28 16:41:36.981
Car Seat Headrest,"NYCB Theatre at Westbury, New York, NY, US",2009-03-06 05:00:23.247
Car Seat Headrest,"The Monarch, London, UK",2016-08-19 19:08:44.544
Car Seat Headrest,"Trouw, Amsterdam, Netherlands",2016-02-26 07:44:40.017
Car Seat Headrest,"Highline, Seattle, WA, US",2012-07-07 11:31:09.961
Car Seat Headrest,"El Mocambo, Toronto, ON, Canada",2012-10-20 23:32:50.219
Car Seat Headrest,"Studio Seven, Seattle, WA, US",2011-06-07 16:17:23.851
Car Seat Headrest,"Underbelly Hoxton, London, UK",2009-10-05 04:34:02.188
Car Seat Headrest,"Ambassador Theatre, Dublin, Ireland",2009-11-20 07:39:43.867
Car Seat Headrest,"NBI Club, Berlin, Germany",2013-11-16 14:24:23.010
Car Seat Headrest,"Schokoladen, Berlin, Germany",2017-10-16 15:13:45.255
Car Seat Headrest,"Forum Theatre, Melbourne, VIC, Australia",2019-03-18 19:24:47.546
Car Seat Headrest,"Forest National / Vorst Nationaal, Brussels, Belgium",2016-03-06 01:43:28.339
Car Seat Headrest,"Electric Ballroom, London, UK",2019-11-17 22:09:20.687
Car Seat Headrest,"El Lokal, Zürich, Switzerland",2009-03-31 23:34:31.866
Car Seat Headrest,"The Point Theatre, Dublin, Ireland",2018-09-04 02:50:53.973
Carina Round,"Knitting Factory, New York, NY, US",2008-12-11 21:03:08.433
Carina Round,"NYCB Theatre at Westbury, New York, NY, US",2019-10-19 04:46:32.402
Carina Round,"Academy 2, Dublin, Ireland",2018-08-20 04:18:50.076
Carina Round,"Dingwalls, London, UK",2015-07-30 04:24:05.818
Carina Round,"Paradiso Grote Zaal, Amsterdam, Netherlands",2019-07-05 04:31:28.156
Carina Round,"Skylark Cafe & Club, Seattle, WA, US",2019-06-24 15:07:01.339
Carina Round,"Queen Club Paris, Paris, France",2019-05-16 16:25:47.007
Carina Round,"Hive, Zürich, Switzerland",2011-08-26 12:19:35.921
Carina Round,"Button Factory, Dublin, Ireland",2016-03-30 02:22:12.684
Carina Round,"Húrra, Reykjavík, Iceland",2018-02-25 10:21:52.173
Carina Round,"Cato's Ale House, Oakland, CA, US",2008-04-05 00:38:20.840
Carolina Liar,"Atlanta Room, Smith's Olde Bar, Atlanta, GA, US",2016-10-02 21:59:00.335
Carolina Liar,"Uptown Nightclub, Oakland, CA, US",2010-02-14 15:34:03.669
Carolina Liar,"The Nest, London, UK",2008-08-06 13:34:57.069
Carolina Liar,"The Hi-Fi, Melbourne, VIC, Australia",2014-10-20 22:45:45.736
Carolina Liar,"Dimitriou's Jazz Alley, Seattle, WA, US",2018-10-29 12:48:43.742
Carolina Liar,"NBI Club, Berlin, Germany",2009-11-22 07:07:33.283
Carolina Liar,"Blidösunds Musik I Datumord., Stockholm, Sweden",2009-07-11 05:18:50.790
Carolina Liar,"Forest National / Vorst Nationaal, Brussels, Belgium",2009-10-20 02:10:58.618
Carolina Liar,"The Knitting Factory - TriBeCa, New York, NY, US",2013-11-30 17:45:48.728
Carolina Liar,"Student Central (ULU), London, UK",2015-04-02 20:20:59.188
Carolina Liar,"Hordern Pavilion, Sydney, NSW, Australia",2009-10-04 09:07:22.063
Carolina Liar,"Centre Culturel John Lennon, Limoges, France",2016-11-06 09:08:54.736
Carolina Liar,"Eddie's Attic, Atlanta, GA, US",2011-10-20 02:12:29.770
Carolina Liar,"The Observatory, Los Angeles, CA, US",2010-02-06 15:22:04.346
Carolina Liar,"Point Ephémère, Paris, France",2016-05-31 06:07:33.968
Carter USM,"Ericsson Globe Arena, Stockholm, Sweden",2015-10-23 23:20:33.492
Carter USM,"Dillon, Reykjavík, Iceland",2015-12-28 06:28:57.713
Carter USM,"The Night Light, Oakland, CA, US",2009-03-08 09:54:50.941
Carter USM,"The Monarch, London, UK",2019-11-07 18:01:35.922
Carter USM,"Patinoire Meriadeck, Bordeaux, France",2013-01-08 21:47:35.393
Carter USM,"Fryshuset, Stockholm, Sweden",2018-08-24 20:15:24.593
Carter USM,"Madison Square Garden, New York, NY, US",2011-10-23 01:18:30.292
Carter USM,"BT59, Begles, France",2008-04-23 14:40:53.688
Carter USM,"Fasching, Stockholm, Sweden",2018-02-03 02:47:25.781
Carter USM,"Huxleys Neue Welt, Berlin, Germany",2013-10-18 09:54:25.662
Carter USM,"Upstairs at Whelan's, Dublin, Ireland",2018-11-26 14:21:40.019
Carter USM,"Disco Volante, Oakland, CA, US",2014-04-04 03:55:32.006
Carter USM,"The Showbox, Seattle, WA, US",2010-04-07 09:00:27.333
Carter USM,"The Garage, London, UK",2014-04-23 06:11:59.526
Carter USM,"Metro Theatre, Sydney, NSW, Australia",2008-09-26 23:51:23.422
Carter USM,"Paradiso Grote Zaal, Amsterdam, Netherlands",2016-08-12 15:46:58.392
Carter USM,"The Opera House, Toronto, ON, Canada",2014-03-22 05:00:00.907
Carter USM,"Cato's Ale House, Oakland, CA, US",2008-11-26 13:19:28.700
Carter USM,"The Slidebar Rock-n-Roll Kitchen, Los Angeles, CA, US",2019-09-26 23:45:47.012
Carter USM,"Haus der Kulturen der Welt, Berlin, Germany",2015-10-30 08:04:23.091
Carter USM,"Whisky A Go Go, Los Angeles, CA, US",2012-02-25 12:03:28.088
Carter USM,"The Workman's Club, Dublin, Ireland",2015-12-27 16:32:18.307
Cast,"Quasimodo, Berlin, Germany",2010-05-26 16:51:59.410
Cast,"Debaser Medis, Stockholm, Sweden",2019-01-08 02:56:24.287
Cast,"Disco Volante, Oakland, CA, US",2012-11-30 19:20:35.980
Cast,"The Dublin Castle, Dublin, Ireland",2015-10-26 14:09:42.545
Cast,"Bootleg, Bordeaux, France",2012-04-07 09:25:29.223
Cast,"Feierwerk / Hansa 39, Munich, Germany",2019-10-30 09:59:51.885
Cast,"Volkshaus, Zürich, Switzerland",2012-05-03 08:48:12.669
Cast,"Oakland Auditorium, Oakland, CA, US",2013-10-11 23:40:08.261
Cast,"Largo at the Coronet, Los Angeles, CA, US",2017-10-16 11:45:51.098
Cast,"Rockwood Music Hall, New York, NY, US",2018-08-17 10:18:11.295
Cast,"The Loft, Atlanta, GA, US",2015-01-07 01:18:55.671
Cast,"The Point Theatre, Dublin, Ireland",2008-03-27 12:44:16.452
Cast,"Hamburger Börs, Stockholm, Sweden",2015-12-13 21:33:31.980
Cast,"Scala, London, UK",2014-03-21 23:07:57.801
Cast,"Hamburger Börs, Stockholm, Sweden",2018-02-21 18:00:17.696
Cast,"O2 Shepherd's Bush Empire, London, UK",2011-12-19 02:45:07.697
Cast,"Ancienne Belgique (AB), Brussels, Belgium",2010-06-24 20:55:09.668
Cat Power,"La Maroquinerie, Paris, France",2008-05-17 02:23:09.668
Cat Power,"Sound Academy, Toronto, ON, Canada",2010-01-05 12:29:11.824
Cat Power,"Skylark Cafe & Club, Seattle, WA, US",2015-01-11 17:47:23.674
Cat Power,"Conga Lounge, Oakland, CA, US",2010-01-12 16:19:50.623
Cat Power,"Oakland Auditorium, Oakland, CA, US",2015-12-28 18:29:47.839
Cat Power,"Sala Arena, Madrid, Spain",2010-02-14 07:50:48.934
Cat Power,"K17, Berlin, Germany",2013-01-30 17:49:24.100
Cat Power,"Oakland Museum of California, Oakland, CA, US",2019-02-05 23:33:08.573
Cat Power,"Metro Theatre, Sydney, NSW, Australia",2010-01-14 18:17:04.023
Cat Power,"Feierwerk / Hansa 39, Munich, Germany",2016-06-22 06:08:03.571
Cat Power,"Whisky A Go Go, Los Angeles, CA, US",2013-04-24 03:58:34.896
Cat Power,"Queen Club Paris, Paris, France",2018-03-25 02:21:18.075
Catatonia,"Echoplex, Los Angeles, CA, US",2012-11-26 18:13:15.272
Catatonia,"Atlanta Room, Smith's Olde Bar, Atlanta, GA, US",2019-11-04 16:03:23.621
Catatonia,"Cameo Gallery, New York, NY, US",2012-09-05 19:00:38.362
Catatonia,"Crocus City Hall, Moscow, Russian Federation",2009-06-13 04:31:34.601
Catatonia,"Studio Seven, Seattle, WA, US",2018-08-14 17:44:29.586
Catatonia,"Venue Oakland, Oakland, CA, US",2012-07-27 08:21:57.222
Catatonia,"The Vera Project, Seattle, WA, US",2019-12-03 15:24:59.890
Catatonia,"The Lexington, London, UK",2010-09-04 04:12:02.741
Catatonia,"Hive, Zürich, Switzerland",2017-01-01 06:58:25.767
Catatonia,"The Slidebar Rock-n-Roll Kitchen, Los Angeles, CA, US",2011-10-22 01:14:37.518
Catatonia,"O2 Shepherd's Bush Empire, London, UK",2012-11-28 05:12:54.229
Catatonia,"Mean Fiddler, London, UK",2009-06-13 05:55:44.590
Catatonia,"Brooklyn Bowl, New York, NY, US",2017-03-02 20:11:10.188
Catatonia,"Teaterverket, Stockholm, Sweden",2018-10-23 20:57:40.921
Catatonia,"Volta, Moscow, Russian Federation",2009-09-08 12:42:26.328
Catatonia,"The Roxy Theatre, Los Angeles, CA, US",2011-06-04 05:44:57.108
Catatonia,"Ray Just Arena, Moscow, Russian Federation",2019-09-08 16:40:08.428
Catatonia,"Ziczinc, Limoges, France",2008-06-10 18:09:14.528
Catatonia,"X-TRA, Zürich, Switzerland",2012-03-31 22:24:05.063
Catatonia,"L'Entrepôt, Paris, France",2017-06-14 14:39:17.275
Catatonia,"Berns Salonger, Stockholm, Sweden",2017-11-11 18:35:39.311
Catatonia,"Sports Palace / Palacio de los Deportes, Mexico City, Mexico",2014-08-15 09:56:10.606
Catatonia,"Maple Leaf Gardens, Toronto, ON, Canada",2010-05-23 07:31:03.593
Catatonia,"Médoquine, Talence, France",2016-06-20 02:11:42.508
Catfish and the Bottlemen,"The Slidebar Rock-n-Roll Kitchen, Los Angeles, CA, US",2017-05-15 21:04:41.507
Catfish and the Bottlemen,"DC9 Nightclub, Washington, DC, US",2009-11-16 02:26:39.306
Catfish and the Bottlemen,"The Opera House, Toronto, ON, Canada",2009-09-18 22:39:00.487
Catfish and the Bottlemen,"Klub Zascianek, Krakow, Poland",2008-03-21 16:19:00.144
Catfish and the Bottlemen,"Electric Ballroom, London, UK",2015-04-21 20:04:26.088
Catfish and the Bottlemen,"Hallenstadion, Zürich, Switzerland",2011-09-16 11:02:58.752
Catfish and the Bottlemen,"Yonge-Dundas Square, Toronto, ON, Canada",2016-11-09 10:09:57.805
Catherine,"Echoplex, Los Angeles, CA, US",2018-02-23 19:10:24.424
Catherine,"Pianos, New York, NY, US",2009-07-30 17:38:34.411
Catherine,"Watergate, Berlin, Germany",2018-11-22 09:46:55.396
Catherine,"Center Stage Theater, Atlanta, GA, US",2017-03-22 22:03:34.706
Catherine,"NYCB Theatre at Westbury, New York, NY, US",2011-12-19 01:35:48.763
Catherine,"Oakland Stadium, Oakland, CA, US",2008-02-06 00:21:57.822
Catherine,"Sala Arena, Madrid, Spain",2008-12-19 13:57:10.794
Catherine,"Botanique, Brussels, Belgium",2012-12-06 16:30:31.626
Catherine,"Music Hall of Williamsburg, New York, NY, US",2010-10-04 01:19:47.525
Catherine,"Jazzclub Unterfahrt, Munich, Germany",2013-08-05 09:22:54.085
Catherine,"Privatclub, Berlin, Germany",2012-05-12 17:47:40.416
Catherine,"Volkshaus, Zürich, Switzerland",2012-06-21 13:49:29.706
Catherine,"Zénith de Paris, Paris, France",2014-09-13 13:44:55.730
Catherine,"Oakland Metro Operahouse - Old Location, Oakland, CA, US",2009-01-04 04:17:37.908
Catherine,"The Hamilton Live, Washington, DC, US",2016-03-04 23:35:38.788
Catherine,"Propaganda, Moscow, Russian Federation",2019-07-30 21:02:20.381
Catherine,"Caradura, Mexico City, Mexico",2010-12-15 18:15:27.598
Catherine,"Cassiopeia, Berlin, Germany",2010-01-08 12:39:35.554
Catherine,"O.co Coliseum, Oakland, CA, US",2010-12-02 06:47:46.216
Catherine,"Cato's Ale House, Oakland, CA, US",2019-10-24 14:27:58.739
Catherine,"Botanique - Rotonde, Brussels, Belgium",2010-05-14 03:17:49.954
Catherine,"The Masquerade, Atlanta, GA, US",2012-05-01 03:42:18.741
Catherine,"Rock School Barbey, Bordeaux, France",2008-07-06 21:58:50.518
Catherine Wheel,"Nalen Klubb, Stockholm, Sweden",2019-03-20 13:17:43.515
Catherine Wheel,"Feierwerk / Sunny Red, Munich, Germany",2018-03-25 21:19:35.796
Catherine Wheel,"La Maroquinerie, Paris, France",2015-06-06 22:52:12.523
Catherine Wheel,"New Morning, Paris, France",2014-06-29 18:16:59.201
Catherine Wheel,"Watergate, Berlin, Germany",2016-07-29 17:58:03.548
Catherine Wheel,"Joy Eslava, Madrid, Spain",2018-02-19 12:25:37.645
Catherine Wheel,"High Dive, Seattle, WA, US",2014-10-28 12:19:08.535
Catherine Wheel,"Nasa, Reykjavík, Iceland",2010-09-14 23:24:55.147
Catherine Wheel,"Milk, Moscow, Russian Federatio",2019-02-18 18:56:44.544
Catherine Wheel,"Privatclub, Berlin, Germany",2018-05-11 22:07:36.657
Catherine Wheel,"The Funhouse, Seattle, WA, US",2014-08-30 19:46:24.234
Catherine Wheel,"Sugarfactory, Amsterdam, Netherlands",2008-01-31 16:43:20.898
Cave In,"Mean Fiddler, London, UK",2017-02-10 11:21:24.778
Cave In,"Queen Club Paris, Paris, France",2018-10-28 22:32:10.414
Cave In,"Nasa, Reykjavík, Iceland",2012-01-03 05:53:11.151
Cave In,"The Knitting Factory - TriBeCa, New York, NY, US",2018-05-01 13:01:39.280
Cave In,"Paradiso, Amsterdam, Netherlands",2015-02-22 06:31:38.668
Cell,"Feierwerk / Orangehouse, Munich, Germany",2015-03-12 02:56:35.967
Cell,"Troubadour, Los Angeles, CA, US",2015-03-12 23:44:26.212
Cell,"C-Club, Berlin, Germany",2019-09-21 23:24:18.203
Cell,"Jazz Standard, New York, NY, US",2019-05-24 17:37:28.272
Cell,"Rodeo Bar, New York, NY, US",2013-05-02 14:04:57.503
Cell,"Avalon, Los Angeles, CA, US",2018-01-24 02:33:38.355
Cell,"Lunario del Auditorio Nacional, Mexico City, Mexico",2016-07-31 16:38:13.934
Cell,"The Nest, London, UK",2013-03-10 01:32:42.123
Cell,"Velvet Lounge, Washington, DC, US",2011-06-11 08:57:24.874
Cell,"Skylark Cafe & Club, Seattle, WA, US",2008-07-12 04:25:08.992
Cell,"Warehouse, Toronto, ON, Canada",2013-10-30 05:26:01.456
Cell,"Tochka Club, Moscow, Russian Federation",2019-07-16 15:37:23.897
Cell,"Klub Gwarek, Krakow, Poland",2018-05-29 14:10:00.369
Cell,"White Horse Inn, Oakland, CA, US",2011-08-29 16:23:07.526
Cell,"Electrowerkz, London, UK",2012-06-28 11:41:20.694
Cell,"Olympiahalle, Munich, Germany",2013-02-04 05:35:35.792
Cell,"Black Cat, Washington, DC, US",2012-04-03 00:35:30.988
Cell,"Cirkus, Stockholm, Sweden",2011-01-05 03:34:17.823
Cell,"The Crocodile, Seattle, WA, US",2015-12-06 06:59:37.509
Cell,"Wurlitzer Ballroom, Madrid, Spain",2018-08-11 01:22:53.169
Cell,"Wurlitzer Ballroom, Madrid, Spain",2010-10-18 02:06:38.279
Cell,"Centre Culturel John Lennon, Limoges, France",2010-05-02 15:08:15.354
Cell,"Club Oasis, Oakland, CA, US",2010-08-24 11:40:06.461
